vote_2020,age,gender,interest,state,household_income,hispanic,education,ideo5,vote_trump,vote_Biden,agegroup,race
Joe Biden,39,Male,Most of the time,NY,"$250,000 and above",Not Hispanic,Masters degree,Very Liberal,0,1,36 to 50,White
Donald Trump,48,Female,Only now and then,OH,"$55,000 to $59,999",Other Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,36 to 50,White
Joe Biden,36,Female,Most of the time,NY,"$85,000 to $89,999",Not Hispanic,Masters degree,Very Conservative,0,1,36 to 50,White
Donald Trump,54,Male,Only now and then,MO,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Donald Trump,55,Male,Most of the time,AZ,"$40,000 to $44,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,51 to 65,White
Joe Biden,28,Male,Most of the time,WI,"Less than $14,999",Not Hispanic,High school graduate,Moderate,0,1,21 to 35,"Black, or African American"
Joe Biden,62,Male,Most of the time,FL,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Donald Trump,33,Male,Most of the time,CA,"$175,000 to $199,999",Not Hispanic,Masters degree,Very Liberal,1,0,21 to 35,White
Joe Biden,64,Male,Most of the time,AZ,"Less than $14,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,51 to 65,White
Donald Trump,45,Female,Most of the time,NJ,"$45,000 to $49,999",Other Hispanic,Associate Degree,Moderate,1,0,36 to 50,"Black, or African American"
Joe Biden,62,Female,Some of the time,LA,"$35,000 to $39,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,"Black, or African American"
Joe Biden,29,Female,Only now and then,VA,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,"Black, or African American"
Joe Biden,55,Male,Some of the time,GA,"Less than $14,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Joe Biden,29,Male,Most of the time,NY,"$100,000 to $124,999",Spanish,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,White
Donald Trump,35,Male,Most of the time,NY,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,21 to 35,White
Joe Biden,79,Male,Most of the time,VA,"$30,000 to $34,999",Not Hispanic,High school graduate,Liberal,0,1,66 to 80,White
Joe Biden,52,Male,Most of the time,NJ,"$200,000 to $249,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,51 to 65,White
Joe Biden,69,Male,Most of the time,FL,"$75,000 to $79,999",Not Hispanic,High school graduate,Moderate,0,1,66 to 80,White
Joe Biden,54,Male,Most of the time,NJ,"$20,000 to $24,999",Not Hispanic,"Completed some college, but no degree",Very Liberal,0,1,51 to 65,White
Joe Biden,77,Male,Most of the time,MA,"$30,000 to $34,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,66 to 80,American Indian or Alaska Native
Joe Biden,26,Female,Most of the time,FL,"Less than $14,999",Not Hispanic,High school graduate,Moderate,0,1,21 to 35,other asian or pacific islander
Donald Trump,55,Female,Most of the time,CA,"$30,000 to $34,999",Other Hispanic,"College Degree (such as B.A., B.S.)",Liberal,1,0,51 to 65,White
Joe Biden,38,Male,Only now and then,TX,"$20,000 to $24,999",Not Hispanic,High school graduate,Liberal,0,1,36 to 50,White
Donald Trump,66,Male,Most of the time,TX,"$75,000 to $79,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,White
Joe Biden,64,Male,Most of the time,FL,"Less than $14,999",Not Hispanic,Completed some high school,Very Liberal,0,1,51 to 65,White
Donald Trump,54,Male,Most of the time,SC,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,51 to 65,White
Joe Biden,43,Male,Most of the time,PA,"$150,000 to $174,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,"Black, or African American"
Joe Biden,35,Male,Some of the time,TX,"$55,000 to $59,999",Mexican,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,White
Donald Trump,52,Male,Most of the time,GA,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,51 to 65,White
Donald Trump,74,Male,Most of the time,VA,"$60,000 to $64,999",Not Hispanic,High school graduate,Very Conservative,1,0,66 to 80,White
Donald Trump,60,Male,Most of the time,NC,"$95,000 to $99,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Donald Trump,55,Female,Most of the time,NJ,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,51 to 65,White
Joe Biden,43,Male,Most of the time,CA,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Joe Biden,67,Male,Some of the time,NJ,"$55,000 to $59,999",Not Hispanic,Associate Degree,Moderate,0,1,66 to 80,White
Joe Biden,47,Male,Most of the time,CA,"$55,000 to $59,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Donald Trump,69,Male,Most of the time,MI,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Donald Trump,73,Male,Most of the time,CT,"$95,000 to $99,999",Not Hispanic,Masters degree,Conservative,1,0,66 to 80,White
Donald Trump,58,Male,Some of the time,FL,"$30,000 to $34,999",Not Hispanic,High school graduate,Very Conservative,1,0,51 to 65,White
Joe Biden,45,Male,Most of the time,IN,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,36 to 50,White
Donald Trump,46,Male,Most of the time,MI,"$150,000 to $174,999",Not Hispanic,Doctorate degree,Very Liberal,1,0,36 to 50,White
Donald Trump,53,Male,Hardly at all,NJ,"$100,000 to $124,999",Not Hispanic,Masters degree,Conservative,1,0,51 to 65,White
Donald Trump,70,Male,Some of the time,MI,"$50,000 to $54,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,66 to 80,White
Donald Trump,69,Male,Most of the time,FL,"$55,000 to $59,999",Not Hispanic,Masters degree,Moderate,1,0,66 to 80,White
Donald Trump,62,Male,Only now and then,MN,"$85,000 to $89,999",Not Hispanic,Associate Degree,Conservative,1,0,51 to 65,White
Joe Biden,67,Female,Some of the time,OR,"$70,000 to $74,999",Mexican,Middle School - Grades 4 - 8,Moderate,0,1,66 to 80,White
Donald Trump,40,Male,Most of the time,NY,"$55,000 to $59,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,36 to 50,White
Joe Biden,64,Male,Most of the time,VA,"Less than $14,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Joe Biden,48,Female,Most of the time,NY,"$15,000 to $19,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,36 to 50,"Black, or African American"
Donald Trump,41,Male,Some of the time,IL,"$20,000 to $24,999",Not Hispanic,High school graduate,Conservative,1,0,36 to 50,White
Donald Trump,64,Male,Most of the time,IN,"$30,000 to $34,999",Not Hispanic,High school graduate,Moderate,1,0,51 to 65,White
Donald Trump,40,Male,Some of the time,CA,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,36 to 50,White
Donald Trump,54,Male,Most of the time,FL,"$75,000 to $79,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Joe Biden,62,Male,Some of the time,MI,"$40,000 to $44,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Donald Trump,73,Male,Most of the time,FL,"$15,000 to $19,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,White
Joe Biden,41,Male,Most of the time,AZ,"$85,000 to $89,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,36 to 50,White
Donald Trump,35,Female,Some of the time,AZ,"$80,000 to $84,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,21 to 35,White
Joe Biden,34,Female,Some of the time,OH,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,21 to 35,"Black, or African American"
Donald Trump,63,Female,Some of the time,TX,"$125,000 to $149,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,51 to 65,White
Joe Biden,31,Female,Most of the time,FL,"$55,000 to $59,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,"Black, or African American"
Joe Biden,40,Male,Most of the time,NY,"$150,000 to $174,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,White
Joe Biden,61,Male,Most of the time,TX,"$200,000 to $249,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,Other race
Donald Trump,42,Male,Only now and then,PA,"$60,000 to $64,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,36 to 50,White
Donald Trump,27,Female,Some of the time,OH,"$80,000 to $84,999",Not Hispanic,Completed some high school,Moderate,1,0,21 to 35,Other race
Joe Biden,64,Female,Some of the time,FL,"$30,000 to $34,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,Chinese
Joe Biden,69,Male,Some of the time,SC,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,66 to 80,White
Donald Trump,31,Female,Most of the time,NY,"Less than $14,999",Mexican,High school graduate,Very Liberal,1,0,21 to 35,Other race
Donald Trump,71,Male,Most of the time,NY,"$95,000 to $99,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,White
Joe Biden,40,Female,Only now and then,OH,"$30,000 to $34,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Not Sure,0,1,36 to 50,Other race
Donald Trump,53,Male,Most of the time,NJ,"$85,000 to $89,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,51 to 65,White
Joe Biden,75,Female,Most of the time,FL,"$35,000 to $39,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,66 to 80,White
Joe Biden,57,Female,Some of the time,NY,"Less than $14,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,51 to 65,Other race
Joe Biden,38,Female,Most of the time,PA,"$50,000 to $54,999",Not Hispanic,Associate Degree,Very Liberal,0,1,36 to 50,"Black, or African American"
Joe Biden,40,Female,Most of the time,WI,"$30,000 to $34,999",Not Hispanic,High school graduate,Liberal,0,1,36 to 50,White
Donald Trump,50,Female,Some of the time,NJ,"$50,000 to $54,999",Panamanian,"Completed some college, but no degree",Moderate,1,0,36 to 50,White
Donald Trump,74,Female,Only now and then,CA,"$125,000 to $149,999",Not Hispanic,Masters degree,Very Conservative,1,0,66 to 80,White
Donald Trump,37,Male,Most of the time,MI,"$125,000 to $149,999",Mexican,Masters degree,Very Liberal,1,0,36 to 50,White
Donald Trump,69,Female,Some of the time,FL,"$40,000 to $44,999",Not Hispanic,Associate Degree,Conservative,1,0,66 to 80,White
Donald Trump,64,Male,Most of the time,IL,"$175,000 to $199,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Joe Biden,28,Female,Some of the time,CA,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,other asian or pacific islander
Donald Trump,66,Male,Most of the time,TN,"$65,000 to $69,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,66 to 80,White
Joe Biden,66,Female,Most of the time,CA,"$65,000 to $69,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,66 to 80,"Black, or African American"
Donald Trump,33,Male,Most of the time,IL,"$55,000 to $59,999",Not Hispanic,Masters degree,Very Conservative,1,0,21 to 35,White
Joe Biden,19,Female,Only now and then,GA,"$95,000 to $99,999",Not Hispanic,High school graduate,Moderate,0,1,20 or less,"Black, or African American"
Donald Trump,56,Male,Most of the time,MI,"$20,000 to $24,999",Not Hispanic,High school graduate,Conservative,1,0,51 to 65,White
Joe Biden,28,Male,Some of the time,MI,"$15,000 to $19,999",Mexican,Associate Degree,Very Liberal,0,1,21 to 35,White
Donald Trump,62,Male,Some of the time,MI,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Joe Biden,63,Male,Most of the time,CA,"$95,000 to $99,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,51 to 65,White
Joe Biden,61,Female,Most of the time,FL,"$50,000 to $54,999",Other Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Donald Trump,49,Female,Most of the time,WI,"$200,000 to $249,999",Not Hispanic,Masters degree,Conservative,1,0,36 to 50,White
Joe Biden,68,Male,Most of the time,NY,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,66 to 80,White
Donald Trump,26,Male,Only now and then,SC,"$55,000 to $59,999",Not Hispanic,Associate Degree,Very Conservative,1,0,21 to 35,White
Joe Biden,80,Male,Only now and then,IN,"$40,000 to $44,999",Not Hispanic,High school graduate,Liberal,0,1,66 to 80,White
Donald Trump,32,Male,Most of the time,TX,"$35,000 to $39,999",Not Hispanic,Associate Degree,Very Conservative,1,0,21 to 35,White
Joe Biden,74,Male,Some of the time,AL,"$40,000 to $44,999",Not Hispanic,Doctorate degree,Liberal,0,1,66 to 80,White
Donald Trump,59,Male,Most of the time,WV,"$90,000 to $94,999",Not Hispanic,High school graduate,Conservative,1,0,51 to 65,White
Joe Biden,60,Female,Most of the time,MO,"$50,000 to $54,999",Not Hispanic,Masters degree,Moderate,0,1,51 to 65,White
Donald Trump,54,Male,Only now and then,NJ,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Donald Trump,66,Female,Some of the time,AZ,"$40,000 to $44,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Donald Trump,58,Male,Only now and then,OH,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Donald Trump,73,Male,Most of the time,ID,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,66 to 80,White
Joe Biden,64,Male,Some of the time,NY,"$20,000 to $24,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Donald Trump,53,Male,Some of the time,OR,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Liberal,1,0,51 to 65,White
Donald Trump,43,Male,Only now and then,CO,"$50,000 to $54,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,36 to 50,White
Donald Trump,73,Male,Most of the time,FL,"$40,000 to $44,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,66 to 80,White
Donald Trump,76,Male,Most of the time,AL,"$35,000 to $39,999",Other Hispanic,Associate Degree,Very Conservative,1,0,66 to 80,White
Donald Trump,50,Male,Most of the time,TX,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,36 to 50,White
Joe Biden,48,Male,Most of the time,NY,"$85,000 to $89,999",Other Hispanic,Associate Degree,Moderate,0,1,36 to 50,Other race
Joe Biden,32,Female,Most of the time,OR,"$95,000 to $99,999",Mexican,"Completed some college, but no degree",Very Liberal,0,1,21 to 35,White
Donald Trump,50,Male,Most of the time,AZ,"$25,000 to $29,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,36 to 50,White
Donald Trump,45,Female,Some of the time,CA,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,36 to 50,White
Donald Trump,47,Female,Hardly at all,NC,"$150,000 to $174,999",Other Hispanic,"College Degree (such as B.A., B.S.)",Liberal,1,0,36 to 50,White
Donald Trump,18,Female,Some of the time,NJ,"$100,000 to $124,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,20 or less,White
Donald Trump,72,Male,Most of the time,NY,"$30,000 to $34,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Donald Trump,53,Male,Most of the time,OH,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,51 to 65,White
Donald Trump,83,Male,Most of the time,AZ,"$125,000 to $149,999",Not Hispanic,Associate Degree,Moderate,1,0,above 80,White
Donald Trump,41,Male,Most of the time,MN,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,36 to 50,White
Donald Trump,61,Male,Most of the time,OH,"$50,000 to $54,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Joe Biden,64,Male,Some of the time,NY,"$15,000 to $19,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Joe Biden,66,Male,Most of the time,WI,"$125,000 to $149,999",Not Hispanic,Masters degree,Very Liberal,0,1,66 to 80,White
Donald Trump,40,Male,Most of the time,LA,"$30,000 to $34,999",Not Hispanic,High school graduate,Very Conservative,1,0,36 to 50,White
Joe Biden,25,Female,Some of the time,FL,"Less than $14,999",Mexican,High school graduate,Conservative,0,1,21 to 35,Other race
Donald Trump,54,Male,Most of the time,MI,"$45,000 to $49,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Donald Trump,67,Male,Only now and then,NY,"$45,000 to $49,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Joe Biden,64,Male,Most of the time,MT,"$50,000 to $54,999",Not Hispanic,Masters degree,Moderate,0,1,51 to 65,White
Donald Trump,56,Male,Some of the time,SC,"$15,000 to $19,999",Not Hispanic,High school graduate,Moderate,1,0,51 to 65,White
Donald Trump,82,Male,Most of the time,MI,"$55,000 to $59,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,above 80,White
Donald Trump,54,Female,Some of the time,NY,"$45,000 to $49,999",Colombian,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Donald Trump,49,Female,Most of the time,NC,"$25,000 to $29,999",Not Hispanic,High school graduate,Conservative,1,0,36 to 50,White
Donald Trump,41,Male,Most of the time,CA,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,1,0,36 to 50,White
Joe Biden,42,Male,Some of the time,TX,"$150,000 to $174,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,36 to 50,White
Joe Biden,52,Male,Some of the time,WA,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,51 to 65,White
Joe Biden,57,Male,Only now and then,VT,"Less than $14,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Joe Biden,69,Female,Most of the time,TX,"$80,000 to $84,999",Not Hispanic,Associate Degree,Conservative,0,1,66 to 80,White
Joe Biden,70,Male,Most of the time,KY,"$15,000 to $19,999",Not Hispanic,High school graduate,Very Liberal,0,1,66 to 80,White
Joe Biden,59,Female,Only now and then,OH,"$25,000 to $29,999",Other Hispanic,"Completed some college, but no degree",Conservative,0,1,51 to 65,Other race
Donald Trump,51,Male,Most of the time,AR,"$70,000 to $74,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Joe Biden,67,Male,Most of the time,CO,"$30,000 to $34,999",Not Hispanic,Associate Degree,Liberal,0,1,66 to 80,White
Donald Trump,68,Male,Most of the time,MO,"$100,000 to $124,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,66 to 80,White
Joe Biden,41,Female,Some of the time,TX,"$55,000 to $59,999",Mexican,"College Degree (such as B.A., B.S.)",Liberal,0,1,36 to 50,White
Donald Trump,40,Male,Some of the time,FL,"$150,000 to $174,999",Not Hispanic,Masters degree,Conservative,1,0,36 to 50,White
Joe Biden,60,Male,Most of the time,CA,"$125,000 to $149,999",Mexican,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,51 to 65,White
Joe Biden,68,Male,Most of the time,CA,"$45,000 to $49,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,66 to 80,White
